enrolled_user,sequence_id,impostor_user,mechanism,params,length,transition_idx,recovery_idx,FAR,FRR,false_accept_frames,false_reject_frames,n_impostor_frames,n_genuine_frames,n_transitions,transition_rate_per_100,n_flip_events,mean_run_length_frames,median_run_length_frames,frac_frames_authenticated,detection_latency_frames,lockout_frames_during_genuine,lockout_fraction_during_genuine,recovery_latency_frames
0A986513-7828-4D53-AA1F-E02D6DF9561B,0A986513_s2,FDAA70A1-42A3-4E3F-9AE3-3FDA412E03BF,instantaneous,"{""theta"": 0.8711865258924083}",180,60,120,0.0,0.0,0,0,60,120,2,1.11731843575419,0,60.0,60.0,0.6666666666666666,0.0,0,0.0,0.0
0A986513-7828-4D53-AA1F-E02D6DF9561B,0A986513_s2,FDAA70A1-42A3-4E3F-9AE3-3FDA412E03BF,moving_average,"{""theta"": 0.8455332453494218, ""w"": 3}",180,60,120,0.0,0.0166666666666666,0,2,60,120,2,1.11731843575419,0,60.0,60.0,0.6555555555555556,0.0,2,0.0166666666666666,2.0
0A986513-7828-4D53-AA1F-E02D6DF9561B,0A986513_s2,FDAA70A1-42A3-4E3F-9AE3-3FDA412E03BF,ewma,"{""theta"": 0.8359783496732025, ""alpha"": 0.5}",180,60,120,0.0,0.0166666666666666,0,2,60,120,2,1.11731843575419,0,60.0,60.0,0.6555555555555556,0.0,2,0.0166666666666666,2.0
0A986513-7828-4D53-AA1F-E02D6DF9561B,0A986513_s2,FDAA70A1-42A3-4E3F-9AE3-3FDA412E03BF,majority_vote,"{""theta"": 0.8377960030165912, ""w"": 5, ""k"": 4}",180,60,120,0.0166666666666666,0.025,1,3,60,120,2,1.11731843575419,0,60.0,61.0,0.6555555555555556,1.0,3,0.025,3.0
0A986513-7828-4D53-AA1F-E02D6DF9561B,0A986513_s2,FDAA70A1-42A3-4E3F-9AE3-3FDA412E03BF,debounce,"{""theta"": 0.9507286458333333, ""n"": 10}",180,60,120,0.0666666666666666,0.075,4,9,60,120,2,1.11731843575419,0,60.0,64.0,0.6388888888888888,4.0,9,0.075,9.0
0A986513-7828-4D53-AA1F-E02D6DF9561B,0A986513_s2,FDAA70A1-42A3-4E3F-9AE3-3FDA412E03BF,margin_dual_threshold,"{""theta"": 0.8441231460532932, ""margin"": 0.1}",180,60,120,0.0,0.0,0,0,60,120,2,1.11731843575419,0,60.0,60.0,0.6666666666666666,0.0,0,0.0,0.0
0A986513-7828-4D53-AA1F-E02D6DF9561B,0A986513_s2,FDAA70A1-42A3-4E3F-9AE3-3FDA412E03BF,hysteresis,"{""theta"": 0.9476102941176471, ""margin"": 0.05, ""ttt_frames"": 5}",180,60,120,0.0666666666666666,0.5,4,60,60,120,1,0.5586592178770949,0,90.0,90.0,0.3555555555555555,4.0,60,0.5,
0A986513-7828-4D53-AA1F-E02D6DF9561B,0A986513_s2,FDAA70A1-42A3-4E3F-9AE3-3FDA412E03BF,trust_model,"{""theta"": 0.8858906799899446, ""gain"": 0.3, ""decay"": 0.05, ""tau_lo"": 0.4, ""tau_hi"": 0.6}",180,60,120,0.05,0.1666666666666666,3,20,60,120,2,1.11731843575419,0,60.0,63.0,0.5722222222222222,3.0,20,0.1666666666666666,20.0
0A986513-7828-4D53-AA1F-E02D6DF9561B,0A986513_s2,FDAA70A1-42A3-4E3F-9AE3-3FDA412E03BF,sprt,"{""A"": 1, ""B"": 16, ""mu_gen"": 0.9581692254448076, ""sd_gen"": 0.023032323437457924, ""mu_imp"": 0.40852963870733483, ""sd_imp"": 0.23713179747243304}",180,60,120,0.0,0.0,0,0,60,120,2,1.11731843575419,0,60.0,60.0,0.6666666666666666,0.0,0,0.0,0.0
0A986513-7828-4D53-AA1F-E02D6DF9561B,0A986513_s3,33A85C34-CFE4-4732-9E73-0A7AC861B27A,instantaneous,"{""theta"": 0.8711865258924083}",180,60,120,0.0,0.0,0,0,60,120,2,1.11731843575419,0,60.0,60.0,0.6666666666666666,0.0,0,0.0,0.0
0A986513-7828-4D53-AA1F-E02D6DF9561B,0A986513_s3,33A85C34-CFE4-4732-9E73-0A7AC861B27A,moving_average,"{""theta"": 0.8455332453494218, ""w"": 3}",180,60,120,0.0,0.0166666666666666,0,2,60,120,2,1.11731843575419,0,60.0,60.0,0.6555555555555556,0.0,2,0.0166666666666666,2.0
0A986513-7828-4D53-AA1F-E02D6DF9561B,0A986513_s3,33A85C34-CFE4-4732-9E73-0A7AC861B27A,ewma,"{""theta"": 0.8359783496732025, ""alpha"": 0.5}",180,60,120,0.0,0.0083333333333333,0,1,60,120,2,1.11731843575419,0,60.0,60.0,0.6611111111111111,0.0,1,0.0083333333333333,1.0
0A986513-7828-4D53-AA1F-E02D6DF9561B,0A986513_s3,33A85C34-CFE4-4732-9E73-0A7AC861B27A,majority_vote,"{""theta"": 0.8377960030165912, ""w"": 5, ""k"": 4}",180,60,120,0.0166666666666666,0.025,1,3,60,120,2,1.11731843575419,0,60.0,61.0,0.6555555555555556,1.0,3,0.025,3.0
0A986513-7828-4D53-AA1F-E02D6DF9561B,0A986513_s3,33A85C34-CFE4-4732-9E73-0A7AC861B27A,debounce,"{""theta"": 0.9507286458333333, ""n"": 10}",180,60,120,0.15,0.2833333333333333,9,34,60,120,2,1.11731843575419,0,60.0,69.0,0.5277777777777778,9.0,34,0.2833333333333333,34.0
0A986513-7828-4D53-AA1F-E02D6DF9561B,0A986513_s3,33A85C34-CFE4-4732-9E73-0A7AC861B27A,margin_dual_threshold,"{""theta"": 0.8441231460532932, ""margin"": 0.1}",180,60,120,0.0,0.0,0,0,60,120,2,1.11731843575419,0,60.0,60.0,0.6666666666666666,0.0,0,0.0,0.0
0A986513-7828-4D53-AA1F-E02D6DF9561B,0A986513_s3,33A85C34-CFE4-4732-9E73-0A7AC861B27A,hysteresis,"{""theta"": 0.9476102941176471, ""margin"": 0.05, ""ttt_frames"": 5}",180,60,120,0.0666666666666666,0.5,4,60,60,120,1,0.5586592178770949,0,90.0,90.0,0.3555555555555555,4.0,60,0.5,
0A986513-7828-4D53-AA1F-E02D6DF9561B,0A986513_s3,33A85C34-CFE4-4732-9E73-0A7AC861B27A,trust_model,"{""theta"": 0.8858906799899446, ""gain"": 0.3, ""decay"": 0.05, ""tau_lo"": 0.4, ""tau_hi"": 0.6}",180,60,120,0.0833333333333333,0.1666666666666666,5,20,60,120,2,1.11731843575419,0,60.0,65.0,0.5833333333333334,5.0,20,0.1666666666666666,20.0
0A986513-7828-4D53-AA1F-E02D6DF9561B,0A986513_s3,33A85C34-CFE4-4732-9E73-0A7AC861B27A,sprt,"{""A"": 1, ""B"": 16, ""mu_gen"": 0.9581692254448076, ""sd_gen"": 0.023032323437457924, ""mu_imp"": 0.40852963870733483, ""sd_imp"": 0.23713179747243304}",180,60,120,0.0,0.0,0,0,60,120,2,1.11731843575419,0,60.0,60.0,0.6666666666666666,0.0,0,0.0,0.0
0A986513-7828-4D53-AA1F-E02D6DF9561B,0A986513_s4,00EABED2-271D-49D8-B599-1D4A09240601,instantaneous,"{""theta"": 0.8711865258924083}",180,60,120,0.3,0.0,18,0,60,120,14,7.82122905027933,12,12.0,2.0,0.7666666666666667,0.0,0,0.0,0.0
0A986513-7828-4D53-AA1F-E02D6DF9561B,0A986513_s4,00EABED2-271D-49D8-B599-1D4A09240601,moving_average,"{""theta"": 0.8455332453494218, ""w"": 3}",180,60,120,0.5,0.0,30,0,60,120,6,3.35195530726257,0,25.714285714285715,8.0,0.8333333333333334,2.0,0,0.0,0.0
0A986513-7828-4D53-AA1F-E02D6DF9561B,0A986513_s4,00EABED2-271D-49D8-B599-1D4A09240601,ewma,"{""theta"": 0.8359783496732025, ""alpha"": 0.5}",180,60,120,0.6333333333333333,0.0,38,0,60,120,14,7.82122905027933,13,12.0,2.0,0.8777777777777778,3.0,0,0.0,0.0
0A986513-7828-4D53-AA1F-E02D6DF9561B,0A986513_s4,00EABED2-271D-49D8-B599-1D4A09240601,majority_vote,"{""theta"": 0.8377960030165912, ""w"": 5, ""k"": 4}",180,60,120,0.4,0.0,24,0,60,120,4,2.23463687150838,0,36.0,20.0,0.8,1.0,0,0.0,0.0
0A986513-7828-4D53-AA1F-E02D6DF9561B,0A986513_s4,00EABED2-271D-49D8-B599-1D4A09240601,debounce,"{""theta"": 0.9507286458333333, ""n"": 10}",180,60,120,0.15,0.25,9,30,60,120,2,1.11731843575419,0,60.0,69.0,0.55,9.0,30,0.25,30.0
0A986513-7828-4D53-AA1F-E02D6DF9561B,0A986513_s4,00EABED2-271D-49D8-B599-1D4A09240601,margin_dual_threshold,"{""theta"": 0.8441231460532932, ""margin"": 0.1}",180,60,120,0.5333333333333333,0.0,32,0,60,120,4,2.23463687150838,0,36.0,24.0,0.8444444444444444,7.0,0,0.0,0.0
0A986513-7828-4D53-AA1F-E02D6DF9561B,0A986513_s4,00EABED2-271D-49D8-B599-1D4A09240601,hysteresis,"{""theta"": 0.9476102941176471, ""margin"": 0.05, ""ttt_frames"": 5}",180,60,120,0.0666666666666666,0.2083333333333333,4,25,60,120,2,1.11731843575419,0,60.0,64.0,0.55,4.0,25,0.2083333333333333,25.0
0A986513-7828-4D53-AA1F-E02D6DF9561B,0A986513_s4,00EABED2-271D-49D8-B599-1D4A09240601,trust_model,"{""theta"": 0.8858906799899446, ""gain"": 0.3, ""decay"": 0.05, ""tau_lo"": 0.4, ""tau_hi"": 0.6}",180,60,120,0.4666666666666667,0.0583333333333333,28,7,60,120,2,1.11731843575419,0,60.0,53.0,0.7833333333333333,28.0,7,0.0583333333333333,7.0
0A986513-7828-4D53-AA1F-E02D6DF9561B,0A986513_s4,00EABED2-271D-49D8-B599-1D4A09240601,sprt,"{""A"": 1, ""B"": 16, ""mu_gen"": 0.9581692254448076, ""sd_gen"": 0.023032323437457924, ""mu_imp"": 0.40852963870733483, ""sd_imp"": 0.23713179747243304}",180,60,120,0.3833333333333333,0.0,23,0,60,120,4,2.23463687150838,2,36.0,27.0,0.7944444444444444,1.0,0,0.0,0.0
0A986513-7828-4D53-AA1F-E02D6DF9561B,0A986513_s5,665514DE-49DC-421F-8DCB-145D0B2609AD,instantaneous,"{""theta"": 0.8711865258924083}",180,60,120,0.0,0.0,0,0,60,120,2,1.11731843575419,0,60.0,60.0,0.6666666666666666,0.0,0,0.0,0.0
0A986513-7828-4D53-AA1F-E02D6DF9561B,0A986513_s5,665514DE-49DC-421F-8DCB-145D0B2609AD,moving_average,"{""theta"": 0.8455332453494218, ""w"": 3}",180,60,120,0.0,0.0083333333333333,0,1,60,120,2,1.11731843575419,0,60.0,60.0,0.6611111111111111,0.0,1,0.0083333333333333,1.0
0A986513-7828-4D53-AA1F-E02D6DF9561B,0A986513_s5,665514DE-49DC-421F-8DCB-145D0B2609AD,ewma,"{""theta"": 0.8359783496732025, ""alpha"": 0.5}",180,60,120,0.0,0.0083333333333333,0,1,60,120,2,1.11731843575419,0,60.0,60.0,0.6611111111111111,0.0,1,0.0083333333333333,1.0
0A986513-7828-4D53-AA1F-E02D6DF9561B,0A986513_s5,665514DE-49DC-421F-8DCB-145D0B2609AD,majority_vote,"{""theta"": 0.8377960030165912, ""w"": 5, ""k"": 4}",180,60,120,0.0166666666666666,0.025,1,3,60,120,2,1.11731843575419,0,60.0,61.0,0.6555555555555556,1.0,3,0.025,3.0
0A986513-7828-4D53-AA1F-E02D6DF9561B,0A986513_s5,665514DE-49DC-421F-8DCB-145D0B2609AD,debounce,"{""theta"": 0.9507286458333333, ""n"": 10}",180,60,120,0.15,0.075,9,9,60,120,2,1.11731843575419,0,60.0,60.0,0.6666666666666666,9.0,9,0.075,9.0
0A986513-7828-4D53-AA1F-E02D6DF9561B,0A986513_s5,665514DE-49DC-421F-8DCB-145D0B2609AD,margin_dual_threshold,"{""theta"": 0.8441231460532932, ""margin"": 0.1}",180,60,120,0.0,0.0,0,0,60,120,2,1.11731843575419,0,60.0,60.0,0.6666666666666666,0.0,0,0.0,0.0
0A986513-7828-4D53-AA1F-E02D6DF9561B,0A986513_s5,665514DE-49DC-421F-8DCB-145D0B2609AD,hysteresis,"{""theta"": 0.9476102941176471, ""margin"": 0.05, ""ttt_frames"": 5}",180,60,120,0.0666666666666666,0.0916666666666666,4,11,60,120,2,1.11731843575419,0,60.0,64.0,0.6277777777777778,4.0,11,0.0916666666666666,11.0
0A986513-7828-4D53-AA1F-E02D6DF9561B,0A986513_s5,665514DE-49DC-421F-8DCB-145D0B2609AD,trust_model,"{""theta"": 0.8858906799899446, ""gain"": 0.3, ""decay"": 0.05, ""tau_lo"": 0.4, ""tau_hi"": 0.6}",180,60,120,0.05,0.125,3,15,60,120,2,1.11731843575419,0,60.0,63.0,0.6,3.0,15,0.125,15.0
0A986513-7828-4D53-AA1F-E02D6DF9561B,0A986513_s5,665514DE-49DC-421F-8DCB-145D0B2609AD,sprt,"{""A"": 1, ""B"": 16, ""mu_gen"": 0.9581692254448076, ""sd_gen"": 0.023032323437457924, ""mu_imp"": 0.40852963870733483, ""sd_imp"": 0.23713179747243304}",180,60,120,0.0,0.0,0,0,60,120,2,1.11731843575419,0,60.0,60.0,0.6666666666666666,0.0,0,0.0,0.0
136562B6-95B2-483D-88DC-065F28409FD2,136562B6_s0,7CE37510-56D0-4120-A1CF-0E23351428D2,instantaneous,"{""theta"": 0.8686570750608237}",180,60,120,0.0,0.0,0,0,60,120,2,1.11731843575419,0,60.0,60.0,0.6666666666666666,0.0,0,0.0,0.0
136562B6-95B2-483D-88DC-065F28409FD2,136562B6_s0,7CE37510-56D0-4120-A1CF-0E23351428D2,moving_average,"{""theta"": 0.8466102484005646, ""w"": 10}",180,60,120,0.0166666666666666,0.0583333333333333,1,7,60,120,2,1.11731843575419,0,60.0,61.0,0.6333333333333333,1.0,7,0.0583333333333333,7.0
136562B6-95B2-483D-88DC-065F28409FD2,136562B6_s0,7CE37510-56D0-4120-A1CF-0E23351428D2,ewma,"{""theta"": 0.8697353798095695, ""alpha"": 0.1}",180,60,120,0.0166666666666666,0.15,1,18,60,120,2,1.11731843575419,0,60.0,61.0,0.5722222222222222,1.0,18,0.15,18.0
136562B6-95B2-483D-88DC-065F28409FD2,136562B6_s0,7CE37510-56D0-4120-A1CF-0E23351428D2,majority_vote,"{""theta"": 0.8745429970264019, ""w"": 5, ""k"": 3}",180,60,120,0.0333333333333333,0.0166666666666666,2,2,60,120,2,1.11731843575419,0,60.0,60.0,0.6666666666666666,2.0,2,0.0166666666666666,2.0
136562B6-95B2-483D-88DC-065F28409FD2,136562B6_s0,7CE37510-56D0-4120-A1CF-0E23351428D2,debounce,"{""theta"": 0.8561427327065748, ""n"": 3}",180,60,120,0.0333333333333333,0.0166666666666666,2,2,60,120,2,1.11731843575419,0,60.0,60.0,0.6666666666666666,2.0,2,0.0166666666666666,2.0
136562B6-95B2-483D-88DC-065F28409FD2,136562B6_s0,7CE37510-56D0-4120-A1CF-0E23351428D2,margin_dual_threshold,"{""theta"": 0.8505466614603671, ""margin"": 0.05}",180,60,120,0.0,0.0,0,0,60,120,2,1.11731843575419,0,60.0,60.0,0.6666666666666666,0.0,0,0.0,0.0
136562B6-95B2-483D-88DC-065F28409FD2,136562B6_s0,7CE37510-56D0-4120-A1CF-0E23351428D2,hysteresis,"{""theta"": 0.8581375964917549, ""margin"": 0.05, ""ttt_frames"": 2}",180,60,120,0.0166666666666666,0.0083333333333333,1,1,60,120,2,1.11731843575419,0,60.0,60.0,0.6666666666666666,1.0,1,0.0083333333333333,1.0
136562B6-95B2-483D-88DC-065F28409FD2,136562B6_s0,7CE37510-56D0-4120-A1CF-0E23351428D2,trust_model,"{""theta"": 0.9094825068332683, ""gain"": 0.6, ""decay"": 0.05, ""tau_lo"": 0.4, ""tau_hi"": 0.6}",180,60,120,0.0166666666666666,0.1083333333333333,1,13,60,120,2,1.11731843575419,0,60.0,61.0,0.6,1.0,13,0.1083333333333333,13.0
136562B6-95B2-483D-88DC-065F28409FD2,136562B6_s0,7CE37510-56D0-4120-A1CF-0E23351428D2,sprt,"{""A"": 16, ""B"": 16, ""mu_gen"": 0.9373256431949326, ""sd_gen"": 0.04683634533917442, ""mu_imp"": 0.5104993709054623, ""sd_imp"": 0.30259174967565355}",180,60,120,0.0,0.05,0,6,60,120,2,1.11731843575419,0,60.0,60.0,0.6333333333333333,0.0,6,0.05,6.0
136562B6-95B2-483D-88DC-065F28409FD2,136562B6_s1,4E98F91F-4654-42EF-B908-A3389443F2E7,instantaneous,"{""theta"": 0.8686570750608237}",180,60,120,0.0,0.0,0,0,60,120,2,1.11731843575419,0,60.0,60.0,0.6666666666666666,0.0,0,0.0,0.0
136562B6-95B2-483D-88DC-065F28409FD2,136562B6_s1,4E98F91F-4654-42EF-B908-A3389443F2E7,moving_average,"{""theta"": 0.8466102484005646, ""w"": 10}",180,60,120,0.0333333333333333,0.0416666666666666,2,5,60,120,2,1.11731843575419,0,60.0,62.0,0.65,2.0,5,0.0416666666666666,5.0
136562B6-95B2-483D-88DC-065F28409FD2,136562B6_s1,4E98F91F-4654-42EF-B908-A3389443F2E7,ewma,"{""theta"": 0.8697353798095695, ""alpha"": 0.1}",180,60,120,0.0333333333333333,0.0833333333333333,2,10,60,120,2,1.11731843575419,0,60.0,62.0,0.6222222222222222,2.0,10,0.0833333333333333,10.0
136562B6-95B2-483D-88DC-065F28409FD2,136562B6_s1,4E98F91F-4654-42EF-B908-A3389443F2E7,majority_vote,"{""theta"": 0.8745429970264019, ""w"": 5, ""k"": 3}",180,60,120,0.0333333333333333,0.0166666666666666,2,2,60,120,2,1.11731843575419,0,60.0,60.0,0.6666666666666666,2.0,2,0.0166666666666666,2.0
136562B6-95B2-483D-88DC-065F28409FD2,136562B6_s1,4E98F91F-4654-42EF-B908-A3389443F2E7,debounce,"{""theta"": 0.8561427327065748, ""n"": 3}",180,60,120,0.0333333333333333,0.0166666666666666,2,2,60,120,2,1.11731843575419,0,60.0,60.0,0.6666666666666666,2.0,2,0.0166666666666666,2.0
136562B6-95B2-483D-88DC-065F28409FD2,136562B6_s1,4E98F91F-4654-42EF-B908-A3389443F2E7,margin_dual_threshold,"{""theta"": 0.8505466614603671, ""margin"": 0.05}",180,60,120,0.0,0.0,0,0,60,120,2,1.11731843575419,0,60.0,60.0,0.6666666666666666,0.0,0,0.0,0.0
136562B6-95B2-483D-88DC-065F28409FD2,136562B6_s1,4E98F91F-4654-42EF-B908-A3389443F2E7,hysteresis,"{""theta"": 0.8581375964917549, ""margin"": 0.05, ""ttt_frames"": 2}",180,60,120,0.0166666666666666,0.0083333333333333,1,1,60,120,2,1.11731843575419,0,60.0,60.0,0.6666666666666666,1.0,1,0.0083333333333333,1.0
136562B6-95B2-483D-88DC-065F28409FD2,136562B6_s1,4E98F91F-4654-42EF-B908-A3389443F2E7,trust_model,"{""theta"": 0.9094825068332683, ""gain"": 0.6, ""decay"": 0.05, ""tau_lo"": 0.4, ""tau_hi"": 0.6}",180,60,120,0.0333333333333333,0.0833333333333333,2,10,60,120,2,1.11731843575419,0,60.0,62.0,0.6222222222222222,2.0,10,0.0833333333333333,10.0
136562B6-95B2-483D-88DC-065F28409FD2,136562B6_s1,4E98F91F-4654-42EF-B908-A3389443F2E7,sprt,"{""A"": 16, ""B"": 16, ""mu_gen"": 0.9373256431949326, ""sd_gen"": 0.04683634533917442, ""mu_imp"": 0.5104993709054623, ""sd_imp"": 0.30259174967565355}",180,60,120,0.0,0.05,0,6,60,120,2,1.11731843575419,0,60.0,60.0,0.6333333333333333,0.0,6,0.05,6.0
136562B6-95B2-483D-88DC-065F28409FD2,136562B6_s2,7D9BB102-A612-4E2A-8E22-3159752F55D8,instantaneous,"{""theta"": 0.8686570750608237}",180,60,120,0.0,0.0,0,0,60,120,2,1.11731843575419,0,60.0,60.0,0.6666666666666666,0.0,0,0.0,0.0
136562B6-95B2-483D-88DC-065F28409FD2,136562B6_s2,7D9BB102-A612-4E2A-8E22-3159752F55D8,moving_average,"{""theta"": 0.8466102484005646, ""w"": 10}",180,60,120,0.0833333333333333,0.0333333333333333,5,4,60,120,2,1.11731843575419,0,60.0,59.0,0.6722222222222223,5.0,4,0.0333333333333333,4.0
136562B6-95B2-483D-88DC-065F28409FD2,136562B6_s2,7D9BB102-A612-4E2A-8E22-3159752F55D8,ewma,"{""theta"": 0.8697353798095695, ""alpha"": 0.1}",180,60,120,0.0833333333333333,0.05,5,6,60,120,2,1.11731843575419,0,60.0,61.0,0.6611111111111111,5.0,6,0.05,6.0
136562B6-95B2-483D-88DC-065F28409FD2,136562B6_s2,7D9BB102-A612-4E2A-8E22-3159752F55D8,majority_vote,"{""theta"": 0.8745429970264019, ""w"": 5, ""k"": 3}",180,60,120,0.0333333333333333,0.0166666666666666,2,2,60,120,2,1.11731843575419,0,60.0,60.0,0.6666666666666666,2.0,2,0.0166666666666666,2.0
136562B6-95B2-483D-88DC-065F28409FD2,136562B6_s2,7D9BB102-A612-4E2A-8E22-3159752F55D8,debounce,"{""theta"": 0.8561427327065748, ""n"": 3}",180,60,120,0.0333333333333333,0.0166666666666666,2,2,60,120,2,1.11731843575419,0,60.0,60.0,0.6666666666666666,2.0,2,0.0166666666666666,2.0
136562B6-95B2-483D-88DC-065F28409FD2,136562B6_s2,7D9BB102-A612-4E2A-8E22-3159752F55D8,margin_dual_threshold,"{""theta"": 0.8505466614603671, ""margin"": 0.05}",180,60,120,0.0,0.0,0,0,60,120,2,1.11731843575419,0,60.0,60.0,0.6666666666666666,0.0,0,0.0,0.0
136562B6-95B2-483D-88DC-065F28409FD2,136562B6_s2,7D9BB102-A612-4E2A-8E22-3159752F55D8,hysteresis,"{""theta"": 0.8581375964917549, ""margin"": 0.05, ""ttt_frames"": 2}",180,60,120,0.0166666666666666,0.0083333333333333,1,1,60,120,2,1.11731843575419,0,60.0,60.0,0.6666666666666666,1.0,1,0.0083333333333333,1.0
136562B6-95B2-483D-88DC-065F28409FD2,136562B6_s2,7D9BB102-A612-4E2A-8E22-3159752F55D8,trust_model,"{""theta"": 0.9094825068332683, ""gain"": 0.6, ""decay"": 0.05, ""tau_lo"": 0.4, ""tau_hi"": 0.6}",180,60,120,0.0833333333333333,0.075,5,9,60,120,2,1.11731843575419,0,60.0,64.0,0.6444444444444445,5.0,9,0.075,9.0
136562B6-95B2-483D-88DC-065F28409FD2,136562B6_s2,7D9BB102-A612-4E2A-8E22-3159752F55D8,sprt,"{""A"": 16, ""B"": 16, ""mu_gen"": 0.9373256431949326, ""sd_gen"": 0.04683634533917442, ""mu_imp"": 0.5104993709054623, ""sd_imp"": 0.30259174967565355}",180,60,120,0.05,0.0916666666666666,3,11,60,120,2,1.11731843575419,0,60.0,63.0,0.6222222222222222,3.0,11,0.0916666666666666,11.0
136562B6-95B2-483D-88DC-065F28409FD2,136562B6_s3,4E98F91F-4654-42EF-B908-A3389443F2E7,instantaneous,"{""theta"": 0.8686570750608237}",180,60,120,0.0,0.0416666666666666,0,5,60,120,4,2.23463687150838,0,36.0,28.0,0.6388888888888888,0.0,5,0.0416666666666666,0.0
136562B6-95B2-483D-88DC-065F28409FD2,136562B6_s3,4E98F91F-4654-42EF-B908-A3389443F2E7,moving_average,"{""theta"": 0.8466102484005646, ""w"": 10}",180,60,120,0.0166666666666666,0.0666666666666666,1,8,60,120,2,1.11731843575419,0,60.0,61.0,0.6277777777777778,1.0,8,0.0666666666666666,8.0
136562B6-95B2-483D-88DC-065F28409FD2,136562B6_s3,4E98F91F-4654-42EF-B908-A3389443F2E7,ewma,"{""theta"": 0.8697353798095695, ""alpha"": 0.1}",180,60,120,0.0166666666666666,0.15,1,18,60,120,4,2.23463687150838,2,36.0,28.0,0.5722222222222222,1.0,18,0.15,17.0
136562B6-95B2-483D-88DC-065F28409FD2,136562B6_s3,4E98F91F-4654-42EF-B908-A3389443F2E7,majority_vote,"{""theta"": 0.8745429970264019, ""w"": 5, ""k"": 3}",180,60,120,0.0333333333333333,0.0583333333333333,2,7,60,120,4,2.23463687150838,0,36.0,27.0,0.6388888888888888,2.0,7,0.0583333333333333,2.0
136562B6-95B2-483D-88DC-065F28409FD2,136562B6_s3,4E98F91F-4654-42EF-B908-A3389443F2E7,debounce,"{""theta"": 0.8561427327065748, ""n"": 3}",180,60,120,0.0333333333333333,0.0583333333333333,2,7,60,120,4,2.23463687150838,0,36.0,27.0,0.6388888888888888,2.0,7,0.0583333333333333,2.0
136562B6-95B2-483D-88DC-065F28409FD2,136562B6_s3,4E98F91F-4654-42EF-B908-A3389443F2E7,margin_dual_threshold,"{""theta"": 0.8505466614603671, ""margin"": 0.05}",180,60,120,0.0,0.0333333333333333,0,4,60,120,4,2.23463687150838,0,36.0,28.0,0.6444444444444445,0.0,4,0.0333333333333333,0.0
136562B6-95B2-483D-88DC-065F28409FD2,136562B6_s3,4E98F91F-4654-42EF-B908-A3389443F2E7,hysteresis,"{""theta"": 0.8581375964917549, ""margin"": 0.05, ""ttt_frames"": 2}",180,60,120,0.0166666666666666,0.0416666666666666,1,5,60,120,4,2.23463687150838,0,36.0,28.0,0.6444444444444445,1.0,5,0.0416666666666666,1.0
136562B6-95B2-483D-88DC-065F28409FD2,136562B6_s3,4E98F91F-4654-42EF-B908-A3389443F2E7,trust_model,"{""theta"": 0.9094825068332683, ""gain"": 0.6, ""decay"": 0.05, ""tau_lo"": 0.4, ""tau_hi"": 0.6}",180,60,120,0.0166666666666666,0.0833333333333333,1,10,60,120,2,1.11731843575419,0,60.0,61.0,0.6166666666666667,1.0,10,0.0833333333333333,10.0
136562B6-95B2-483D-88DC-065F28409FD2,136562B6_s3,4E98F91F-4654-42EF-B908-A3389443F2E7,sprt,"{""A"": 16, ""B"": 16, ""mu_gen"": 0.9373256431949326, ""sd_gen"": 0.04683634533917442, ""mu_imp"": 0.5104993709054623, ""sd_imp"": 0.30259174967565355}",180,60,120,0.0,0.05,0,6,60,120,2,1.11731843575419,0,60.0,60.0,0.6333333333333333,0.0,6,0.05,6.0
136562B6-95B2-483D-88DC-065F28409FD2,136562B6_s4,8023FE1A-D3B0-4E2C-A57A-9321B7FC755F,instantaneous,"{""theta"": 0.8686570750608237}",180,60,120,0.0,0.05,0,6,60,120,4,2.23463687150838,2,36.0,52.0,0.6333333333333333,0.0,6,0.05,0.0
136562B6-95B2-483D-88DC-065F28409FD2,136562B6_s4,8023FE1A-D3B0-4E2C-A57A-9321B7FC755F,moving_average,"{""theta"": 0.8466102484005646, ""w"": 10}",180,60,120,0.0,0.1333333333333333,0,16,60,120,2,1.11731843575419,0,60.0,52.0,0.5777777777777777,0.0,16,0.1333333333333333,8.0
136562B6-95B2-483D-88DC-065F28409FD2,136562B6_s4,8023FE1A-D3B0-4E2C-A57A-9321B7FC755F,ewma,"{""theta"": 0.8697353798095695, ""alpha"": 0.1}",180,60,120,0.0,0.2,0,24,60,120,2,1.11731843575419,0,60.0,52.0,0.5333333333333333,0.0,24,0.2,16.0
136562B6-95B2-483D-88DC-065F28409FD2,136562B6_s4,8023FE1A-D3B0-4E2C-A57A-9321B7FC755F,majority_vote,"{""theta"": 0.8745429970264019, ""w"": 5, ""k"": 3}",180,60,120,0.0,0.0666666666666666,0,8,60,120,2,1.11731843575419,0,60.0,58.0,0.6222222222222222,0.0,8,0.0666666666666666,2.0
136562B6-95B2-483D-88DC-065F28409FD2,136562B6_s4,8023FE1A-D3B0-4E2C-A57A-9321B7FC755F,debounce,"{""theta"": 0.8561427327065748, ""n"": 3}",180,60,120,0.0,0.0666666666666666,0,8,60,120,2,1.11731843575419,0,60.0,58.0,0.6222222222222222,0.0,8,0.0666666666666666,2.0
